,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Player 1 Name,Player 1 Seed,Player 2 Name,Player 2 Seed,Points Set 1 Player 1,Points Set 1 Player 2,Points Set 2 Player 1,Points Set 2 Player 2,Points Set 3 Player 1,Points Set 3 Player 2,Total Points Player 1,Total Points Player 2,Sets Won Player 1,Sets Won Player 2,Total Game Points Player 1,Total Game Points Player 2,Most Consecutive Points Player 1,Most Consecutive Points Player 2,Player 1 Head to Head Analysis,Player 2 Head to Head Analysis,Match Winner
30,Petronas_Malaysia_Open,2023-01-15,Malaysia,WS,3,0,69,Japan,Korea,Akane Yamaguchi,1,An Se Young,2,12,21,21,19,21,11,54,51,2,1,3,1,6,6,13,11,1
31,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,2,0,43,Japan,Thailand,Akane Yamaguchi,3,Supanida Katethong,,21,15,22,20,0,0,43,35,2,0,4,0,7,4,4,0,1
32,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,2,0,31,Singapore,Canada,Yeo Jia Min,,Michelle Li,,21,9,21,14,0,0,42,23,2,0,4,0,8,3,3,4,1
33,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,2,0,37,China,India,Zhang Yi Man,,Aakarshi Kashyap,,21,15,21,15,0,0,42,30,2,0,2,0,5,4,3,0,1
34,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,3,0,67,Scotland,Turkey,Kirsty Gilmour,,Neslihan Arin,,21,23,21,14,21,13,63,50,2,1,5,1,10,5,5,1,1
35,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,2,0,31,Korea,Denmark,An Se Young,1,Line Højmark Kjaersfeldt,,21,16,21,10,0,0,42,26,2,0,2,0,7,4,4,0,1
36,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,2,0,47,Germany,Belgium,Yvonne Li,,Lianne Tan,,22,20,22,20,0,0,44,40,2,0,4,2,5,4,4,0,1
37,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,2,0,37,Chinesetaipei,Chinesetaipei,Wen Chi Hsu,,Pai Yu Po,,21,14,21,16,0,0,42,30,2,0,4,0,5,4,2,0,1
38,Petronas_Malaysia_Open,2024-01-09,Malaysia,WS,2,0,30,China,Indonesia,Han Yue,8,Putri Kusuma Wardani,,21,11,21,13,0,0,42,24,2,0,2,0,4,4,3,0,1
39,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,2,0,40,Chinesetaipei,Usa,Tai Tzu Ying,4,Beiwen Zhang,,23,21,21,19,0,0,44,40,2,0,8,0,5,4,10,3,1
40,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,2,0,48,China,Japan,Chen Yu Fei,2,Aya Ohori,,21,18,21,12,0,0,42,30,2,0,3,0,7,4,12,0,1
41,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,2,0,40,Malaysia,Chinesetaipei,Goh Jin Wei,,Sung Shuo Yun,,21,18,21,11,0,0,42,29,2,0,3,0,5,5,1,0,1
42,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,2,0,42,China,Denmark,He Bing Jiao,6,Mia Blichfeldt,,21,15,21,15,0,0,42,30,2,0,2,0,5,5,8,0,1
43,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,3,0,74,Indonesia,Japan,Gregoria Mariska Tunjung,7,Natsuki Nidaira,,20,22,21,18,21,14,62,54,2,1,4,1,5,4,3,0,1
44,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,3,0,75,Thailand,China,Busanan Ongbamrungphan,,Gao Fang Jie,,17,21,22,20,21,10,60,51,2,1,2,5,6,5,5,2,1
45,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,2,0,36,Thailand,Myanmar,Ratchanok Intanon,,Thet Htar Thuzar,,21,19,21,10,0,0,42,29,2,0,2,0,7,5,2,0,1
46,Petronas_Malaysia_Open,2024-01-10,Malaysia,WS,2,0,36,China,Thailand,Wang Zhi Yi,,Pornpicha Choeikeewong,,21,14,21,14,0,0,42,28,2,0,4,0,7,3,2,0,1
47,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,3,0,64,Singapore,China,Yeo Jia Min,,Han Yue,8,16,21,21,19,22,20,59,60,2,1,7,1,7,6,2,4,1
48,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,2,0,39,Indonesia,Malaysia,Gregoria Mariska Tunjung,7,Goh Jin Wei,,21,15,24,22,0,0,45,37,2,0,4,1,4,4,5,3,1
49,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,2,0,43,China,Thailand,Chen Yu Fei,2,Ratchanok Intanon,,21,15,21,18,0,0,42,33,2,0,2,0,5,7,18,3,1
50,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,2,0,34,Chinesetaipei,Thailand,Tai Tzu Ying,4,Busanan Ongbamrungphan,,21,7,21,11,0,0,42,18,2,0,3,0,7,4,17,4,1
51,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,2,0,35,Korea,Germany,An Se Young,1,Yvonne Li,,21,13,21,8,0,0,42,21,2,0,2,0,6,3,5,0,1
52,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,3,0,77,China,China,He Bing Jiao,6,Wang Zhi Yi,,16,21,21,19,21,11,58,51,2,1,3,2,5,9,3,5,1
53,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,2,0,30,Japan,Scotland,Akane Yamaguchi,3,Kirsty Gilmour,,21,9,21,14,0,0,42,23,2,0,2,0,7,4,7,0,1
54,Petronas_Malaysia_Open,2024-01-11,Malaysia,WS,2,0,28,China,Chinesetaipei,Zhang Yi Man,,Wen Chi Hsu,,21,8,21,10,0,0,42,18,2,0,2,0,7,4,3,0,1
55,Petronas_Malaysia_Open,2024-01-12,Malaysia,WS,2,0,40,China,Indonesia,Chen Yu Fei,2,Gregoria Mariska Tunjung,7,21,13,21,17,0,0,42,30,2,0,4,0,5,4,10,3,1
56,Petronas_Malaysia_Open,2024-01-12,Malaysia,WS,3,0,62,Korea,Singapore,An Se Young,1,Yeo Jia Min,,16,21,21,12,21,19,58,52,2,1,4,6,5,6,8,2,1
57,Petronas_Malaysia_Open,2024-01-12,Malaysia,WS,2,0,37,Chinesetaipei,China,Tai Tzu Ying,4,He Bing Jiao,6,21,16,21,15,0,0,42,31,2,0,4,0,8,3,16,4,1
58,Petronas_Malaysia_Open,2024-01-12,Malaysia,WS,3,0,55,China,Japan,Zhang Yi Man,,Akane Yamaguchi,3,12,21,21,17,21,17,54,55,2,1,2,1,5,9,1,6,1
59,Petronas_Malaysia_Open,2024-01-13,Malaysia,WS,3,0,72,Chinesetaipei,China,Tai Tzu Ying,4,Chen Yu Fei,2,17,21,21,15,21,18,59,54,2,1,3,2,6,5,19,9,1
60,Petronas_Malaysia_Open,2024-01-13,Malaysia,WS,2,0,36,Korea,China,An Se Young,1,Zhang Yi Man,,21,17,21,11,0,0,42,28,2,0,5,0,5,6,2,0,1
61,Petronas_Malaysia_Open,2024-01-14,Malaysia,WS,3,0,58,Korea,Chinesetaipei,An Se Young,1,Tai Tzu Ying,4,10,21,21,10,21,18,52,49,2,1,2,2,5,5,12,2,1
62,Victor_China_Open,2018-09-18,China,WS,2,0,25,China,Denmark,He Bing Jiao,7,Line Højmark Kjaersfeldt,,21,9,21,15,0,0,42,24,2,0,3,0,7,7,7,0,1
63,Victor_China_Open,2018-09-18,China,WS,2,0,26,China,Japan,Chen Yu Fei,5,Sayaka Sato,,21,17,21,9,0,0,42,26,2,0,3,0,6,2,5,1,1
64,Victor_China_Open,2018-09-18,China,WS,3,0,48,Korea,India,Sung Jihyun,,Saina Nehwal,,20,22,21,8,21,14,62,44,2,1,3,2,9,4,3,8,1
65,Victor_China_Open,2018-09-18,China,WS,2,0,28,Thailand,Spain,Busanan Ongbamrungphan,,Beatriz Corrales,,21,12,21,16,0,0,42,28,2,0,4,0,5,3,3,1,1
66,Victor_China_Open,2018-09-18,China,WS,2,0,26,India,Japan,Pusarla V. Sindhu,3,Saena Kawakami,,21,15,21,13,0,0,42,28,2,0,6,0,6,3,3,0,1
67,Victor_China_Open,2018-09-18,China,WS,2,0,34,Japan,Chinesetaipei,Aya Ohori,,Pai Yu Po,,21,11,21,18,0,0,42,29,2,0,4,0,4,4,5,0,1
68,Victor_China_Open,2018-09-18,China,WS,3,0,44,Russia,Chinesetaipei,Evgeniya Kosetskaya,,Lee Chia Hsin,,21,16,18,21,22,20,61,57,2,1,5,1,4,4,1,1,1
69,Victor_China_Open,2018-09-18,China,WS,3,0,49,Japan,Malaysia,Akane Yamaguchi,2,Goh Jin Wei,,23,21,12,21,21,15,56,57,2,1,4,2,7,4,7,1,1
70,Victor_China_Open,2018-09-19,China,WS,2,0,37,China,Chinesetaipei,Gao Fang Jie,,Tai Tzu Ying,1,21,17,21,16,0,0,42,33,2,0,5,0,6,4,1,3,1
71,Victor_China_Open,2018-09-19,China,WS,2,0,41,Japan,Canada,Nozomi Okuhara,8,Michelle Li,,21,12,21,13,0,0,42,25,2,0,4,0,6,4,10,4,1
72,Victor_China_Open,2018-09-19,China,WS,3,0,51,Usa,Thailand,Beiwen Zhang,,Ratchanok Intanon,4,9,21,21,16,21,16,51,53,2,1,3,1,4,5,2,7,1
73,Victor_China_Open,2018-09-19,China,WS,2,0,31,Japan,Scotland,Sayaka Takahashi,,Kirsty Gilmour,,21,18,21,9,0,0,42,27,2,0,4,0,10,3,4,2,1
74,Victor_China_Open,2018-09-19,China,WS,3,0,60,Indonesia,China,Gregoria Mariska Tunjung,,Chen Xiao Xin,,12,21,21,19,23,21,56,61,2,1,5,1,6,7,2,0,1
75,Victor_China_Open,2018-09-19,China,WS,2,0,36,Thailand,China,Nitchaon Jindapol,,Cai Yan Yan,,21,14,21,18,0,0,42,32,2,0,4,0,4,2,1,0,1
76,Victor_China_Open,2018-09-19,China,WS,2,0,34,Spain,Denmark,Carolina Marin,6,Mia Blichfeldt,,21,13,21,13,0,0,42,26,2,0,2,0,11,4,5,2,1
77,Victor_China_Open,2018-09-19,China,WS,2,0,30,Thailand,Malaysia,Pornpawee Chochuwong,,Soniia Cheah,,21,15,21,12,0,0,42,27,2,0,5,0,4,3,1,1,1
78,Victor_China_Open,2018-09-20,China,WS,3,0,69,India,Thailand,Pusarla V. Sindhu,3,Busanan Ongbamrungphan,,21,23,21,13,21,18,63,54,2,1,4,1,6,6,18,1,1
79,Victor_China_Open,2018-09-20,China,WS,2,0,37,China,Korea,Chen Yu Fei,5,Sung Jihyun,,21,18,21,15,0,0,42,33,2,0,4,0,4,2,10,1,1
80,Victor_China_Open,2018-09-20,China,WS,2,0,54,China,Thailand,Gao Fang Jie,,Nitchaon Jindapol,,22,20,21,18,0,0,43,38,2,0,3,3,5,5,2,1,1
81,Victor_China_Open,2018-09-20,China,WS,2,0,30,China,Russia,He Bing Jiao,7,Evgeniya Kosetskaya,,21,16,21,15,0,0,42,31,2,0,2,0,7,4,1,0,1
82,Victor_China_Open,2018-09-20,China,WS,2,0,34,Indonesia,Usa,Gregoria Mariska Tunjung,,Beiwen Zhang,,23,21,22,20,0,0,45,41,2,0,4,2,6,11,6,2,1
83,Victor_China_Open,2018-09-20,China,WS,3,0,54,Spain,Japan,Carolina Marin,6,Sayaka Takahashi,,21,16,14,21,21,9,56,46,2,1,2,1,6,7,6,1,1
84,Victor_China_Open,2018-09-20,China,WS,2,0,42,Japan,Thailand,Nozomi Okuhara,8,Pornpawee Chochuwong,,21,9,22,20,0,0,43,29,2,0,3,0,5,4,5,2,1
85,Victor_China_Open,2018-09-20,China,WS,3,0,57,Japan,Japan,Akane Yamaguchi,2,Aya Ohori,,18,21,21,14,21,17,60,52,2,1,5,1,6,4,6,0,1
86,Victor_China_Open,2018-09-21,China,WS,2,0,36,Japan,China,Akane Yamaguchi,2,He Bing Jiao,7,21,19,21,16,0,0,42,35,2,0,3,0,3,4,13,4,1
87,Victor_China_Open,2018-09-21,China,WS,2,0,40,Spain,China,Carolina Marin,6,Gao Fang Jie,,21,10,24,22,0,0,45,32,2,0,3,2,8,5,6,1,1
88,Victor_China_Open,2018-09-21,China,WS,3,0,52,China,India,Chen Yu Fei,5,Pusarla V. Sindhu,3,21,11,11,21,21,15,53,47,2,1,2,1,5,6,6,6,1
89,Victor_China_Open,2018-09-21,China,WS,3,0,55,Japan,Indonesia,Nozomi Okuhara,8,Gregoria Mariska Tunjung,,21,15,19,21,21,12,61,48,2,1,3,2,7,4,5,3,1
90,Victor_China_Open,2018-09-22,China,WS,3,0,60,China,Japan,Chen Yu Fei,5,Akane Yamaguchi,2,21,14,15,21,21,14,57,49,2,1,2,2,7,6,11,21,1
91,Victor_China_Open,2018-09-22,China,WS,3,0,65,Spain,Japan,Carolina Marin,6,Nozomi Okuhara,8,15,21,21,12,21,13,57,46,2,1,2,2,5,4,10,8,1
92,Victor_China_Open,2018-09-23,China,WS,2,0,47,Spain,China,Carolina Marin,6,Chen Yu Fei,5,21,18,21,13,0,0,42,31,2,0,4,0,12,6,6,7,1
93,Victor_China_Open,2019-09-17,China,WS,2,0,46,Spain,Japan,Carolina Marin,,Nozomi Okuhara,4,21,16,21,18,0,0,42,34,2,0,4,0,4,5,10,8,1
94,Victor_China_Open,2019-09-17,China,WS,3,0,46,Russia,Japan,Evgeniya Kosetskaya,,Akane Yamaguchi,1,20,22,21,17,24,22,65,61,2,1,8,4,6,4,1,3,1
95,Victor_China_Open,2019-09-17,China,WS,2,0,38,Korea,China,Sung Jihyun,,Cai Yan Yan,,21,11,22,20,0,0,43,31,2,0,2,1,6,5,2,1,1
96,Victor_China_Open,2019-09-17,China,WS,2,0,38,China,Hongkong,Chen Xiao Xin,,Yip Pui Yin,,21,12,21,13,0,0,42,25,2,0,3,0,5,4,1,0,1
97,Victor_China_Open,2019-09-17,China,WS,2,0,36,China,China,He Bing Jiao,7,Han Yue,,21,18,21,17,0,0,42,35,2,0,4,0,4,7,8,0,1
98,Victor_China_Open,2019-09-17,China,WS,2,0,36,Thailand,Denmark,Ratchanok Intanon,6,Line Højmark Kjaersfeldt,,21,17,21,17,0,0,42,34,2,0,2,0,5,3,3,1,1
99,Victor_China_Open,2019-09-17,China,WS,3,0,41,Usa,Indonesia,Beiwen Zhang,,Gregoria Mariska Tunjung,,14,21,21,19,21,16,56,56,2,1,2,1,6,5,2,6,1
100,Victor_China_Open,2019-09-17,China,WS,3,0,56,Japan,Thailand,Sayaka Takahashi,,Nitchaon Jindapol,,12,21,21,17,21,19,54,57,2,1,7,2,6,6,4,1,1
101,Victor_China_Open,2019-09-18,China,WS,2,0,44,Thailand,India,Busanan Ongbamrungphan,,Saina Nehwal,8,21,10,21,17,0,0,42,27,2,0,3,0,7,4,6,3,1
102,Victor_China_Open,2019-09-18,China,WS,2,0,32,Chinesetaipei,Malaysia,Tai Tzu Ying,2,Soniia Cheah,,21,9,21,16,0,0,42,25,2,0,4,0,6,3,6,0,1
103,Victor_China_Open,2019-09-18,China,WS,2,0,35,India,China,Pusarla V. Sindhu,5,Li Xue Rui,,21,18,21,12,0,0,42,30,2,0,6,0,4,5,4,4,1
104,Victor_China_Open,2019-09-18,China,WS,2,0,33,China,China,Chen Yu Fei,3,Deng Joy Xuan,,21,18,21,9,0,0,42,27,2,0,2,0,10,6,1,0,1
105,Victor_China_Open,2019-09-18,China,WS,3,0,52,Korea,Indonesia,Kim Ga Eun,,Fitriani Fitriani,,12,21,21,12,21,13,54,46,2,1,4,3,7,12,2,0,1
106,Victor_China_Open,2019-09-18,China,WS,3,0,71,Thailand,Canada,Pornpawee Chochuwong,,Michelle Li,,23,21,11,21,21,19,55,61,2,1,3,2,5,5,1,4,1
107,Victor_China_Open,2019-09-18,China,WS,2,0,29,Japan,Hongkong,Aya Ohori,,Cheung Ngan Yi,,21,9,21,10,0,0,42,19,2,0,3,0,9,3,4,1,1
108,Victor_China_Open,2019-09-18,China,WS,2,0,34,Korea,Germany,An Se Young,,Yvonne Li,,21,4,21,18,0,0,42,22,2,0,5,0,11,4,5,0,1
109,Victor_China_Open,2019-09-19,China,WS,2,0,40,Thailand,China,Ratchanok Intanon,6,Chen Xiao Xin,,21,14,21,11,0,0,42,25,2,0,8,0,9,3,8,1,1
110,Victor_China_Open,2019-09-19,China,WS,2,0,36,Spain,Usa,Carolina Marin,,Beiwen Zhang,,21,17,21,12,0,0,42,29,2,0,3,0,5,7,9,3,1
111,Victor_China_Open,2019-09-19,China,WS,2,0,37,Chinesetaipei,Japan,Tai Tzu Ying,2,Aya Ohori,,21,19,21,14,0,0,42,33,2,0,5,0,6,3,10,2,1
112,Victor_China_Open,2019-09-19,China,WS,3,0,71,China,Korea,Chen Yu Fei,3,An Se Young,,20,22,21,17,21,15,62,54,2,1,8,1,7,5,13,7,1
113,Victor_China_Open,2019-09-19,China,WS,3,0,58,Thailand,India,Pornpawee Chochuwong,,Pusarla V. Sindhu,5,12,21,21,13,21,19,54,53,2,1,2,1,6,8,4,6,1
114,Victor_China_Open,2019-09-19,China,WS,2,0,39,China,Korea,He Bing Jiao,7,Sung Jihyun,,21,15,21,11,0,0,42,26,2,0,3,0,4,4,5,5,1
115,Victor_China_Open,2019-09-19,China,WS,2,0,44,Thailand,Korea,Busanan Ongbamrungphan,,Kim Ga Eun,,21,19,21,16,0,0,42,35,2,0,3,0,4,4,5,0,1
116,Victor_China_Open,2019-09-19,China,WS,2,0,36,Japan,Russia,Sayaka Takahashi,,Evgeniya Kosetskaya,,21,17,21,15,0,0,42,32,2,0,2,0,6,3,3,0,1
117,Victor_China_Open,2019-09-20,China,WS,3,0,58,Spain,China,Carolina Marin,,He Bing Jiao,7,11,21,21,14,21,15,53,50,2,1,4,1,5,7,7,3,1
118,Victor_China_Open,2019-09-20,China,WS,2,0,44,China,Thailand,Chen Yu Fei,3,Pornpawee Chochuwong,,22,20,21,13,0,0,43,33,2,0,3,1,4,5,13,1,1
119,Victor_China_Open,2019-09-20,China,WS,2,0,33,Chinesetaipei,Thailand,Tai Tzu Ying,2,Busanan Ongbamrungphan,,21,17,21,10,0,0,42,27,2,0,6,0,9,5,17,4,1
120,Victor_China_Open,2019-09-20,China,WS,3,0,60,Japan,Thailand,Sayaka Takahashi,,Ratchanok Intanon,6,14,21,21,14,22,20,57,55,2,1,5,1,6,5,4,7,1
121,Victor_China_Open,2019-09-21,China,WS,3,0,72,Spain,Japan,Carolina Marin,,Sayaka Takahashi,,20,22,21,13,21,18,62,53,2,1,6,3,8,6,6,1,1
122,Victor_China_Open,2019-09-21,China,WS,3,0,54,Chinesetaipei,China,Tai Tzu Ying,2,Chen Yu Fei,3,6,21,21,13,22,20,49,54,2,1,2,3,6,7,19,9,1
123,Victor_China_Open,2019-09-22,China,WS,3,0,65,Spain,Chinesetaipei,Carolina Marin,,Tai Tzu Ying,2,14,21,21,17,21,18,56,56,2,1,3,1,5,4,12,12,1
124,Victor_China_Open,2023-09-05,China,WS,2,0,41,China,Singapore,Wang Zhi Yi,,Yeo Jia Min,,21,17,21,19,0,0,42,36,2,0,2,0,7,4,5,0,1
125,Victor_China_Open,2023-09-05,China,WS,2,0,38,China,Thailand,Zhang Yi Man,,Busanan Ongbamrungphan,,21,18,21,14,0,0,42,32,2,0,3,0,4,4,1,0,1
126,Victor_China_Open,2023-09-05,China,WS,2,0,43,China,Thailand,Han Yue,,Pornpawee Chochuwong,,21,19,21,17,0,0,42,36,2,0,4,0,8,5,7,2,1
127,Victor_China_Open,2023-09-05,China,WS,2,0,45,China,Japan,Gao Fang Jie,,Natsuki Nidaira,,21,13,21,14,0,0,42,27,2,0,5,0,7,3,2,0,1
128,Victor_China_Open,2023-09-05,China,WS,2,0,41,Korea,Denmark,An Se Young,1,Mia Blichfeldt,,21,16,21,12,0,0,42,28,2,0,5,0,4,3,4,0,1
129,Victor_China_Open,2023-09-05,China,WS,2,0,39,Spain,Chinesetaipei,Carolina Marin,6,Wen Chi Hsu,,21,12,21,12,0,0,42,24,2,0,3,0,7,4,3,0,1
130,Victor_China_Open,2023-09-05,China,WS,2,0,32,Vietnam,Indonesia,Thuy Linh Nguyen,,Gregoria Mariska Tunjung,8,21,15,21,14,0,0,42,29,2,0,2,0,7,5,1,1,1
131,Victor_China_Open,2023-09-05,China,WS,2,0,32,Chinesetaipei,Chinesetaipei,Tai Tzu Ying,4,Pai Yu Po,,21,13,21,17,0,0,42,30,2,0,2,0,4,3,5,0,1
132,Victor_China_Open,2023-09-06,China,WS,2,0,37,Japan,Indonesia,Akane Yamaguchi,2,Putri Kusuma Wardani,,21,12,21,18,0,0,42,30,2,0,2,0,7,4,2,0,1
133,Victor_China_Open,2023-09-06,China,WS,2,0,31,China,Usa,Chen Yu Fei,3,Beiwen Zhang,,21,18,21,5,0,0,42,23,2,0,3,0,15,5,6,1,1
